ID,age,age_group,credit_card_balance_ratio,debt_ratio,defaulted,gender,marital_status,monthly_income,nb_dependents,nb_late_payments_1month,nb_late_payments_2months,nb_late_payments_3+months,nb_open_loans,nb_special_loans
3086938,30,young,0.222982847,0.358648481,0,Male,divorced,3225.0,0.0,0,0,0,6,0
3747597,71,senior,0.551647702,5.128146453,0,Female,married,436.0,0.0,0,0,0,10,2
5755583,64,middle_aged,0.01322344,41.0,0,Female,divorced,,0.0,0,0,0,15,0
1810421,79,senior,0.016371924,20.0,0,Male,married,,0.0,0,0,0,2,0
4558119,66,senior,0.109726018,0.708307308,0,Male,unspecified,1600.0,0.0,0,0,0,2,1
9277135,85,senior,0.01143739,0.046563193,0,Male,married,450.0,0.0,0,0,0,5,0
9533206,47,middle_aged,0.15765707699999998,0.6045636320000001,0,Male,single,4250.0,1.0,0,0,0,7,1
8116389,43,middle_aged,0.317016262,471.0,0,Male,unspecified,,0.0,0,0,0,9,0
9588135,73,senior,0.03794245,0.488568318,0,Male,divorced,3673.0,0.0,0,0,0,9,1
5630888,77,senior,0.035412389,39.0,0,Male,divorced,,0.0,0,0,0,2,0
1981401,55,middle_aged,0.018884355,0.308263882,0,Male,widowed,9958.0,1.0,0,0,0,12,1
1610169,31,young,0.956098897,1219.0,0,Female,divorced,0.0,2.0,0,0,0,3,1
2143523,78,senior,0.032499044,0.03036239,0,Male,married,1020.0,0.0,0,0,0,5,0
3559662,30,young,0.455431794,0.569281811,0,Male,divorced,5123.0,0.0,0,0,0,8,1
9223561,28,young,0.315740705,0.08096489099999998,0,Female,widowed,4186.0,1.0,1,0,0,5,0
9989757,71,senior,0.009219972000000002,0.002502085,0,Female,married,4795.0,0.0,0,0,0,3,0
1393892,66,senior,0.01091124,0.371525695,0,Male,widowed,5000.0,0.0,0,0,0,19,3
8984557,78,senior,0.005428313000000001,0.011056222,0,Female,married,4250.0,0.0,0,0,0,6,0
5626491,37,young,0.9999999,0.400681748,0,Female,unspecified,3226.0,2.0,2,0,0,4,1
8502607,44,middle_aged,0.053071368,0.455009998,0,Male,divorced,4500.0,3.0,0,0,0,6,2
1488166,39,young,0.063084513,0.54276194,0,Male,married,2700.0,1.0,0,0,0,16,1
5582529,30,young,0.9999999,0.109424181,1,Female,divorced,5400.0,0.0,1,2,3,4,0
4491845,70,senior,0.006562884000000001,12.0,0,Male,single,,0.0,0,0,0,9,0
1827512,76,senior,0.05823767,0.524984949,0,Male,widowed,14948.0,0.0,0,0,0,5,3
2533367,57,middle_aged,0.927679585,0.443262974,1,Male,married,6300.0,0.0,0,0,2,12,1
2209797,65,senior,2.760956175,0.470273484,1,Male,unspecified,1681.0,0.0,0,0,4,3,0
3002077,48,middle_aged,0.192339553,0.415448188,0,Male,widowed,3145.0,1.0,0,0,0,5,1
1455356,57,middle_aged,0.985657748,0.9715657310000002,1,Male,married,5415.0,0.0,0,0,0,15,1
2317616,68,senior,0.854836767,0.524298653,0,Male,divorced,9053.0,0.0,3,1,0,5,2
4169551,31,young,1.127744511,0.273456295,0,Female,single,2493.0,0.0,1,0,1,5,0
4522966,69,senior,0.076684532,0.6144058170000001,0,Female,married,4400.0,0.0,0,0,0,14,1
7970826,83,senior,0.9999999,0.001052078,0,Male,widowed,1900.0,0.0,0,0,0,7,0
8266753,34,young,0.959195234,0.365684372,1,Male,married,17000.0,0.0,0,0,0,9,2
7025890,47,middle_aged,0.26514641,0.272793141,0,Male,single,8280.0,4.0,0,0,0,8,1
4446796,37,young,0.32101192300000003,3702.0,0,Female,married,,,0,0,0,12,2
9003077,27,young,0.317365269,0.001052355,0,Female,divorced,3800.0,0.0,0,0,0,1,0
8889664,73,senior,0.384480688,0.559512652,0,Female,widowed,3200.0,1.0,0,0,0,11,1
4145263,55,middle_aged,0.196056713,0.31644732,0,Male,married,13600.0,2.0,0,0,0,16,1
9808979,48,middle_aged,0.191185556,0.20754178,0,Female,married,7000.0,2.0,0,0,0,8,1
6485540,59,middle_aged,0.001644399,0.137685324,0,Male,married,8700.0,0.0,0,0,0,8,1
4361878,28,young,0.060539652,0.35121626100000003,1,Male,married,3000.0,1.0,0,0,2,9,0
9153736,35,young,0.321767823,0.7184148340000001,0,Male,married,5500.0,1.0,0,0,0,6,2
9308586,29,young,0.040806774,0.285567364,0,Female,married,5833.0,0.0,0,0,0,5,1
9761264,35,young,0.116829652,0.3356263,0,Male,divorced,6250.0,0.0,0,0,0,12,2
5664628,67,senior,0.30570577,0.8679800059999998,0,Male,married,3400.0,1.0,0,0,0,14,2
7581335,38,young,0.037515203,0.28937028800000003,0,Male,divorced,9416.0,1.0,0,0,0,11,1
2136039,40,senior,0.9999999,0.005782918000000001,1,Male,single,2247.0,0.0,0,0,0,0,0
7893129,62,middle_aged,0.0,0.0,0,Male,married,8125.0,0.0,0,0,0,4,0
6206994,32,young,0.9999999,628.0,1,Male,married,,0.0,1,1,0,2,0
8517036,83,senior,0.003656408,0.000285687,0,Male,married,10500.0,0.0,0,0,0,8,0
3216161,34,young,0.453340952,2.757981462,0,Male,married,970.0,0.0,0,0,0,10,1
9493379,55,middle_aged,0.000571401,0.329622266,0,Female,married,2514.0,2.0,0,0,0,4,1
1680977,31,young,0.905468868,0.35297212,0,Female,single,1900.0,0.0,1,2,0,6,0
3595879,58,middle_aged,0.010245255,0.0019995,0,Male,married,4000.0,0.0,0,0,0,3,0
1011291,51,middle_aged,0.069946503,2105.0,0,Male,divorced,,0.0,0,0,0,5,2
3782064,46,middle_aged,0.06269568,0.357565253,0,Male,single,9807.0,0.0,0,0,0,21,3
8426765,43,middle_aged,0.0,0.808533917,0,Male,single,2741.0,0.0,0,0,0,5,2
8994432,42,middle_aged,0.07179521400000001,1586.0,0,Male,single,,,0,0,0,4,2
4423957,46,middle_aged,0.560877237,0.199125182,0,Male,widowed,4800.0,0.0,0,0,0,5,0
6335251,29,young,0.308948509,756.0,0,Male,divorced,,0.0,0,0,0,3,0
9563568,32,young,0.372130998,0.206849144,0,Female,widowed,8000.0,2.0,0,0,0,7,0
5133718,49,middle_aged,0.056453597,0.383549689,0,Male,married,9166.0,3.0,1,0,0,10,1
5287626,55,middle_aged,0.441917418,0.901191849,0,Male,divorced,5201.0,1.0,0,0,0,21,2
7255021,50,middle_aged,0.8418028759999998,3819.0,0,Male,widowed,,0.0,0,0,0,10,2
7775377,32,young,0.583274417,0.517416546,0,Male,divorced,4133.0,1.0,1,0,0,9,2
8067830,27,young,0.9999999,0.683311432,0,Male,widowed,760.0,0.0,2,0,0,1,0
9588748,61,middle_aged,0.0,0.470588235,0,Male,divorced,6000.0,0.0,1,0,1,8,1
4138889,44,middle_aged,0.576875558,0.6046790639999999,0,Female,married,5000.0,3.0,1,0,0,15,2
8234896,25,young,0.9999999,0.085653105,0,Female,married,1400.0,0.0,0,1,1,4,0
6206403,52,middle_aged,0.883058711,0.325521393,1,Female,married,4650.0,0.0,0,0,0,7,1
2181882,88,senior,0.0,0.0,0,Female,married,,,0,0,0,3,0
3585244,35,young,0.658498803,0.373553464,0,Female,single,6480.0,0.0,0,0,1,10,1
4372575,67,senior,0.398361167,0.361202155,0,Male,divorced,18000.0,0.0,1,0,0,21,1
2654179,62,middle_aged,0.333282052,0.702455988,0,Male,divorced,4600.0,0.0,0,0,0,17,1
6571811,56,middle_aged,0.069398265,0.187771346,0,Female,married,2763.0,0.0,0,0,0,5,1
7003331,36,young,0.254114337,0.6720946179999999,0,Female,widowed,5833.0,0.0,0,0,0,5,2
6608453,39,young,0.401999759,0.4119962,0,Female,widowed,7368.0,0.0,0,0,0,12,2
7159966,51,middle_aged,0.08321083,0.218402325,0,Male,married,9976.0,0.0,0,0,0,3,1
1474791,44,middle_aged,0.0,0.468383443,0,Female,unspecified,7416.0,0.0,0,0,0,6,1
9368646,54,middle_aged,0.390430151,560.0,0,Male,married,,0.0,0,0,0,4,0
6262100,32,young,0.99160112,0.234423408,1,Male,married,2904.0,0.0,0,0,0,8,0
6434828,59,middle_aged,0.093443841,0.389061094,0,Male,divorced,10000.0,0.0,0,0,0,8,2
3169639,74,senior,0.170608593,0.408687305,0,Male,divorced,4166.0,0.0,0,0,0,13,1
3783234,44,middle_aged,1.011089051,1.259766964,1,Female,married,1458.0,0.0,4,0,0,16,1
3565256,25,young,0.027549433,0.637028015,0,Female,divorced,820.0,0.0,0,0,0,5,0
8779513,63,middle_aged,0.403473078,0.843870327,0,Male,married,8050.0,0.0,0,0,0,21,2
8341869,43,middle_aged,0.0,0.7259879609999998,0,Male,married,3820.0,1.0,0,0,0,7,2
7826322,27,young,1.230842456,141.0,1,Female,widowed,,0.0,1,1,0,8,0
4888825,63,middle_aged,0.0,0.0,0,Female,divorced,,0.0,0,0,0,3,0
6994647,43,middle_aged,0.01489851,0.000582496,0,Male,widowed,6866.0,0.0,0,0,0,2,0
4190870,35,young,0.20152106600000005,0.459588848,0,Male,divorced,3550.0,2.0,0,0,0,8,1
9826341,41,middle_aged,0.65512087,0.146806258,1,Female,divorced,8500.0,0.0,0,0,0,8,0
7948264,67,senior,0.0,0.227158806,0,Male,single,13166.0,0.0,0,0,0,14,1
1215697,56,middle_aged,0.314337659,0.063179916,1,Male,married,2389.0,1.0,0,0,0,8,0
2922691,51,middle_aged,0.271551178,0.582356149,0,Female,married,7333.0,0.0,1,0,0,16,2
2124476,74,senior,0.255078593,0.329884812,0,Female,single,9375.0,0.0,1,0,0,14,2
6271066,34,young,0.962368022,0.536490059,0,Male,divorced,8700.0,0.0,1,0,1,9,2
3021553,26,young,0.950198076,522.0,0,Male,married,,3.0,0,0,0,7,0
9539909,33,young,0.3616383620000001,0.002553105,1,Male,divorced,9791.0,3.0,0,0,0,1,0
7077095,40,senior,0.920510084,0.599350162,0,Male,divorced,4000.0,2.0,0,0,0,7,1
2508825,34,young,0.555892154,0.540229885,0,Male,married,2000.0,0.0,1,1,1,5,0
1694151,24,young,0.887056472,0.043978011,0,Female,widowed,2000.0,0.0,0,0,0,3,0
5423371,54,middle_aged,0.188580506,1383.0,0,Female,unspecified,,0.0,0,0,0,8,1
6741571,29,young,0.071896405,0.013995335,0,Female,divorced,3000.0,0.0,0,0,0,4,0
4734096,45,middle_aged,1.020354227,0.247234548,0,Female,married,16000.0,3.0,3,0,0,12,0
2739446,40,senior,0.005653737,1950.0,0,Male,divorced,,0.0,0,0,0,7,1
9124507,60,middle_aged,0.185743504,0.468600394,0,Male,widowed,3550.0,0.0,0,0,0,11,1
2702895,75,senior,0.009199858,0.050816697,0,Male,married,550.0,0.0,0,0,0,10,0
9689238,27,young,0.8193172359999998,1.326683292,0,Female,married,400.0,0.0,0,0,0,5,0
9114342,73,senior,0.0,0.323419145,0,Female,married,4000.0,0.0,0,0,0,4,1
7520227,39,young,0.321319052,0.05911761,0,Male,divorced,8000.0,0.0,0,0,0,7,0
5149731,50,middle_aged,0.119495404,0.094293186,0,Male,married,6500.0,0.0,0,0,0,12,0
5763776,37,young,0.0421043,1117.0,0,Female,divorced,,3.0,0,0,0,5,2
6505225,54,middle_aged,0.598677369,2578.0,0,Female,unspecified,,0.0,0,0,0,5,2
5383985,62,middle_aged,0.046593663,44.0,0,Male,married,,0.0,0,0,0,5,0
2118545,46,middle_aged,0.102638973,0.281505728,0,Male,married,610.0,0.0,0,0,0,3,0
2998126,87,senior,0.0,239.0,0,Male,married,,0.0,0,0,0,9,0
6659528,31,young,0.50440939,0.363696956,0,Male,married,4500.0,0.0,1,0,0,7,1
3895713,39,young,0.152289603,0.532914838,0,Male,divorced,18000.0,1.0,0,0,0,20,5
9645358,43,middle_aged,0.07815448700000001,0.013047189,0,Male,single,8200.0,0.0,0,0,0,5,0
4688836,22,young,0.9999999,0.0,0,Female,divorced,1.0,0.0,0,0,0,1,0
1238920,45,middle_aged,0.9999999,0.0781893,0,Female,married,1700.0,0.0,0,0,1,0,0
1616519,44,middle_aged,0.0,0.039689255,0,Female,divorced,13000.0,2.0,0,0,0,9,0
5204325,48,middle_aged,0.963593323,0.436478693,0,Female,single,12483.0,4.0,0,0,0,15,2
9592593,95,senior,0.010142495,8.0,0,Male,single,,0.0,0,0,0,2,0
2390871,60,middle_aged,0.052955499,0.141866667,0,Female,married,18749.0,0.0,1,0,0,25,1
4071908,41,middle_aged,0.129143365,0.212848394,0,Female,single,8000.0,2.0,0,0,0,3,1
5841385,46,middle_aged,0.389083117,3615.0,0,Male,divorced,,0.0,0,0,0,6,1
5732960,49,middle_aged,0.365102784,0.5247081920000001,0,Male,married,18333.0,3.0,0,0,0,14,3
2021601,81,senior,0.026984859,0.011883803,0,Male,divorced,2271.0,0.0,0,0,0,3,0
7557729,60,middle_aged,0.545300899,0.391960804,0,Male,widowed,10000.0,0.0,0,0,0,12,2
6282779,63,middle_aged,0.012579418,0.221777822,0,Female,divorced,10000.0,0.0,0,0,0,10,1
7434545,73,senior,0.091399652,434.0,0,Female,married,,0.0,0,0,0,11,1
1105026,43,middle_aged,0.074559551,0.582178756,0,Male,widowed,11042.0,3.0,0,0,0,16,4
8900454,47,middle_aged,0.41174972,1.553223388,0,Female,single,2000.0,0.0,0,0,1,14,2
4509125,34,young,0.30414717,0.13243762,0,Female,married,3646.0,1.0,0,0,0,5,0
1374013,44,middle_aged,0.644143065,1.301763316,0,Male,widowed,5500.0,2.0,0,0,0,8,2
9788717,33,young,0.640035996,0.171994597,0,Male,married,2220.0,1.0,1,0,0,6,0
6756922,62,middle_aged,0.089265797,0.253103181,0,Male,single,5155.0,1.0,0,0,0,4,1
6365722,62,middle_aged,0.08066324499999998,480.0,0,Male,married,,0.0,0,0,0,20,0
7013106,59,middle_aged,0.17879106,107.0,0,Male,single,,0.0,0,0,0,1,0
7821903,42,middle_aged,0.9999999,18.0,0,Male,single,,0.0,0,0,0,6,0
8721144,47,middle_aged,0.12366498,0.447553989,0,Female,widowed,4537.0,0.0,0,0,0,4,1
1997071,31,young,0.533154029,1.468133884,0,Female,divorced,2180.0,0.0,0,0,0,9,1
5247353,68,senior,0.009428122,0.109578084,0,Male,single,5000.0,0.0,0,0,0,5,1
3955086,25,young,0.426398114,0.214797534,0,Male,married,6000.0,1.0,0,0,0,7,0
7828646,55,middle_aged,0.090634817,0.457108578,0,Male,divorced,5000.0,1.0,0,0,0,13,1
5116672,49,middle_aged,0.401804235,0.309302102,0,Male,married,20833.0,4.0,0,0,0,25,6
7553589,65,senior,0.19800007,0.624125292,0,Male,single,3000.0,0.0,0,0,0,8,2
7996913,77,senior,0.028479045,0.404068264,0,Male,single,5800.0,0.0,0,0,0,15,2
9411683,73,senior,0.0,500.0,0,Male,married,,0.0,0,0,0,5,1
5513434,59,middle_aged,0.469085827,2090.0,0,Male,single,,0.0,0,0,1,8,1
5494773,66,senior,1.059988002,0.458204334,0,Male,married,1614.0,0.0,2,0,0,9,0
9794902,79,senior,0.009140716,0.027105088,0,Female,married,4500.0,0.0,0,0,0,11,0
9353674,84,senior,0.0,437.0,0,Female,widowed,,0.0,0,0,0,3,1
5096841,38,young,1.107446277,0.031413613,0,Male,single,2100.0,3.0,0,0,1,1,0
6472539,34,young,0.612017205,0.91952012,0,Female,divorced,4000.0,0.0,0,0,0,7,2
6519536,60,middle_aged,0.009022836,0.001439885,0,Male,married,4166.0,0.0,0,0,0,4,0
5401990,69,senior,0.046047698,2549.0,0,Female,single,,0.0,0,0,0,3,2
3869548,52,middle_aged,0.11464309,0.603210637,0,Male,widowed,6166.0,1.0,0,0,0,13,2
9074560,38,young,0.377318537,0.215778949,0,Male,married,5500.0,0.0,0,0,0,7,1
6983063,43,middle_aged,0.879677639,0.191707772,0,Female,married,7500.0,2.0,0,0,0,3,0
6325716,68,senior,0.049565116,0.472555205,0,Male,married,3169.0,0.0,0,0,0,6,1
2849907,67,senior,0.42529569,0.412509721,0,Male,married,9000.0,1.0,0,0,0,18,4
4120689,36,young,0.647754365,0.510671759,0,Female,married,13352.0,0.0,0,0,0,15,4
3559720,86,senior,0.038396928,0.0058309040000000005,0,Male,married,2400.0,0.0,0,0,0,2,0
4127500,64,middle_aged,0.228109059,0.111087844,0,Female,single,9550.0,0.0,0,0,0,8,0
9092881,57,middle_aged,0.012093111,0.722441463,0,Male,divorced,3800.0,0.0,0,0,0,20,2
5991797,48,middle_aged,0.9999999,0.173971498,1,Female,married,3718.0,2.0,1,1,1,1,0
8875752,62,middle_aged,0.8009978190000002,0.273684211,0,Male,unspecified,7884.0,0.0,1,0,0,13,0
6920375,45,middle_aged,0.887080965,0.482275525,1,Female,widowed,4710.0,2.0,0,1,0,4,1
3150439,34,young,0.983936002,0.206625865,0,Female,divorced,7515.0,0.0,0,1,0,8,0
8154022,52,middle_aged,0.034614993,0.180293501,0,Male,widowed,11447.0,2.0,0,0,0,12,2
5331783,39,young,0.520348594,0.35274066,0,Male,divorced,7333.0,2.0,0,0,0,8,2
1128547,55,middle_aged,0.0,0.326552795,0,Male,married,6439.0,0.0,0,0,0,10,1
1140658,47,middle_aged,0.73808196,0.230445509,0,Male,married,6890.0,0.0,0,0,0,9,0
6917898,37,young,0.045325779,0.31510923,0,Female,widowed,8742.0,1.0,0,0,0,6,2
7806711,45,middle_aged,0.966806639,0.368770764,0,Female,single,2106.0,2.0,0,0,0,4,1
8215714,40,senior,0.0,0.30722766100000004,0,Male,divorced,4800.0,4.0,0,0,0,9,2
4863968,36,young,0.003492909,2779.0,0,Male,married,,0.0,0,0,0,9,2
4596900,74,senior,0.028482112,0.15198784099999998,0,Female,single,12500.0,0.0,0,0,0,10,1
4546571,45,middle_aged,0.008055924,0.60172931,0,Female,widowed,5666.0,0.0,0,0,0,14,2
8956706,40,senior,0.014985493,0.342665569,0,Male,divorced,8500.0,0.0,1,0,0,10,2
3956353,51,middle_aged,0.590235033,0.492312569,0,Female,widowed,6308.0,0.0,0,0,0,13,2
1460327,55,middle_aged,0.26561396600000003,0.311296821,0,Female,single,6700.0,0.0,0,0,0,6,2
6009737,35,young,0.655344655,0.294355859,0,Male,single,3950.0,2.0,0,0,0,6,0
7533501,39,young,0.738456353,2386.0,0,Male,single,,0.0,0,0,0,7,1
9090678,41,middle_aged,0.502994012,4628.0,0,Male,married,,0.0,1,0,0,6,2
2919392,51,middle_aged,0.124944605,0.354127953,0,Male,married,11300.0,2.0,0,0,0,15,2
2250205,79,senior,0.083598714,0.215683474,0,Male,divorced,7000.0,0.0,0,0,0,4,1
4377795,47,middle_aged,0.17516192600000002,6055.0,0,Male,married,,0.0,0,0,0,12,3
2558516,25,young,0.244489889,17.5,0,Male,married,1.0,0.0,0,0,0,5,0
5566486,47,middle_aged,0.0,0.054955604000000005,0,Female,single,4166.0,1.0,0,0,3,1,0
9149906,36,young,0.0,3481.0,0,Female,married,,0.0,0,0,0,3,1
6657074,68,senior,0.235747675,0.014744763,0,Female,divorced,9833.0,0.0,0,0,0,8,0
5759698,62,middle_aged,0.9999999,0.391387928,0,Female,married,2600.0,1.0,0,0,3,1,0
7211432,63,middle_aged,0.262457429,0.200921852,0,Male,married,4772.0,1.0,0,0,0,9,0
5082076,41,middle_aged,0.7256462090000001,1.681829543,0,Male,divorced,4000.0,3.0,0,0,0,9,3
9376172,53,middle_aged,0.163216448,4.465735487,0,Female,divorced,2290.0,1.0,3,0,1,5,0
6427123,48,middle_aged,0.625379725,0.378645053,0,Female,widowed,11350.0,1.0,0,0,0,12,1
3216494,57,middle_aged,0.10088608,0.336920293,0,Male,single,10500.0,1.0,0,0,0,13,1
2666512,47,middle_aged,0.13799013699999998,0.734082397,0,Female,married,533.0,3.0,0,0,0,7,0
7389192,70,senior,0.025427213,0.057875544,0,Male,divorced,8500.0,0.0,0,0,0,5,0
9505795,74,senior,0.047112731,1014.0,0,Male,divorced,,,0,0,0,5,1
9032445,38,young,0.949631296,0.363787837,0,Male,divorced,3600.0,2.0,0,0,0,4,1
7288997,37,young,0.114824905,0.17162819,0,Male,married,6583.0,2.0,1,0,0,10,0
4562194,53,middle_aged,0.001758484,3933.0,0,Female,unspecified,,0.0,0,0,0,10,2
3225869,42,middle_aged,0.093456383,0.396356365,1,Male,married,4500.0,1.0,0,0,0,6,1
5038477,42,middle_aged,0.035169241000000004,4064.0,0,Female,divorced,,0.0,1,0,0,8,3
2406034,60,middle_aged,0.110583625,1471.0,0,Male,divorced,0.0,3.0,0,0,0,7,1
7077943,50,middle_aged,0.298647207,0.050874092,0,Male,married,5090.0,2.0,0,0,0,3,0
4084060,79,senior,0.007983314999999998,0.16464516099999998,0,Male,married,3874.0,0.0,0,0,0,8,1
7624998,23,young,0.183810806,98.0,0,Male,married,,,0,0,0,5,0
5513829,61,middle_aged,0.0,0.287606433,0,Male,divorced,4227.0,1.0,0,0,0,6,2
3216099,37,young,0.003722119,0.001355932,0,Female,widowed,2949.0,0.0,0,0,0,3,0
6981028,38,young,0.036568396,1915.0,0,Male,unspecified,,2.0,0,0,0,13,1
1860695,73,senior,0.0,0.201996323,0,Female,single,7613.0,0.0,0,0,0,3,2
1293194,50,middle_aged,0.020025721,0.07954317799999999,0,Male,divorced,4990.0,1.0,0,0,0,14,0
7471372,32,young,0.202962002,0.3830374070000001,0,Female,divorced,5800.0,1.0,1,0,0,8,1
1969638,53,middle_aged,0.61675017,3398.0,0,Female,married,,0.0,0,0,0,7,1
7935054,58,middle_aged,0.276874652,0.405491819,0,Male,married,5316.0,1.0,0,0,0,14,2
1696307,29,young,0.970641174,0.282719625,0,Female,married,7250.0,0.0,1,0,0,5,0
3867598,38,young,0.075651123,3675.0,0,Female,widowed,,0.0,0,0,0,4,2
6793165,40,senior,0.882896942,0.035457149,0,Male,single,12916.0,1.0,0,0,0,1,0
7171847,75,senior,0.677915261,1149.0,0,Male,divorced,,0.0,0,0,0,4,1
3605062,26,young,0.9999999,3.0,0,Female,married,,,0,0,0,0,0
5634597,46,middle_aged,0.658796001,0.438931298,0,Male,widowed,1833.0,1.0,0,0,0,6,0
9194440,52,middle_aged,0.143892233,0.591492962,0,Female,married,13000.0,1.0,1,0,0,17,5
3026137,49,middle_aged,0.0,0.326671791,0,Male,married,1300.0,1.0,0,0,0,3,1
7145196,45,middle_aged,0.04591539099999999,0.273901135,0,Male,divorced,7666.0,0.0,0,0,0,4,1
7596458,48,middle_aged,0.0,0.611374027,0,Male,divorced,12466.0,0.0,0,0,0,13,6
3553292,47,middle_aged,0.290148394,0.169083092,0,Male,married,10000.0,2.0,0,0,0,9,1
2876795,45,middle_aged,0.9212190910000002,0.092563703,0,Male,married,3845.0,3.0,0,1,1,3,0
1746076,41,middle_aged,0.33595235100000004,2986.0,0,Male,married,,0.0,1,0,0,7,1
6317095,37,young,0.14868995,0.184815738,0,Female,unspecified,3608.0,2.0,0,0,0,7,1
6062112,66,senior,1.09017287,0.552182163,0,Male,widowed,1053.0,0.0,4,2,1,13,0
7305091,37,young,0.163959327,0.442056075,0,Male,widowed,4279.0,3.0,0,0,0,5,1
1535352,50,middle_aged,0.0,0.145187227,0,Male,single,4352.0,1.0,0,0,0,8,0
5881172,62,middle_aged,0.253589807,0.35418583299999995,0,Male,married,25000.0,1.0,0,0,0,8,3
1116162,49,middle_aged,0.345925641,0.499479347,0,Male,divorced,2880.0,0.0,0,0,0,8,0
8130146,70,senior,0.010254579,0.5,0,Female,married,4889.0,0.0,0,0,0,6,1
9355736,67,senior,0.184695011,0.297530967,0,Female,married,12028.0,1.0,0,0,0,17,2
3671441,72,senior,0.380330256,297.0,0,Female,married,,0.0,0,0,0,4,0
3900883,53,middle_aged,0.224756425,393.0,0,Male,married,,,0,0,0,4,0
4655243,30,young,0.0,0.6339905579999999,0,Male,divorced,3600.0,0.0,0,0,0,6,1
7181063,71,senior,0.15454697,0.050517346,0,Male,single,1642.0,1.0,0,0,0,1,0
9033304,54,middle_aged,0.0005826480000000001,2028.0,0,Male,married,,1.0,0,0,0,13,1
3791250,74,senior,0.04164546,0.249685195,0,Female,unspecified,5558.0,1.0,0,0,0,7,1
5416025,67,senior,0.0,0.036498696,0,Male,married,28000.0,0.0,0,0,0,17,0
1265120,36,young,0.060761287,0.361925844,0,Male,married,5420.0,3.0,0,0,0,9,2
2252842,59,middle_aged,0.205539924,3333.0,0,Female,widowed,,0.0,0,0,0,12,1
2765378,52,middle_aged,0.24824356,0.34797098600000004,0,Male,single,5100.0,1.0,2,0,0,9,1
8321021,55,middle_aged,0.00189419,0.471536421,0,Male,divorced,4900.0,1.0,3,0,0,10,2
6264693,28,young,0.580209895,0.116595316,0,Male,married,3970.0,0.0,0,0,0,3,0
4712362,32,young,0.9314670060000002,0.397092231,0,Male,single,2200.0,1.0,0,0,0,10,0
6786499,49,middle_aged,0.023669469,0.814687123,0,Male,divorced,5800.0,3.0,0,0,0,11,3
2943199,42,middle_aged,0.082121859,0.510280374,0,Male,married,3744.0,2.0,0,0,0,15,2
9156339,72,senior,0.220138993,1511.0,0,Male,divorced,,0.0,0,0,0,10,1
2007223,51,middle_aged,0.0,0.463135524,0,Female,divorced,6116.0,0.0,0,0,0,6,2
8091096,59,middle_aged,0.0,3480.0,0,Female,married,,0.0,0,0,0,8,1
6235858,80,senior,0.9999999,0.0,0,Male,widowed,,,0,0,0,2,0
8308362,34,young,0.9999999,0.33573880100000003,0,Male,single,11362.0,1.0,0,0,0,3,2
3871207,36,young,0.453705104,0.494236912,0,Female,divorced,7200.0,2.0,1,0,0,10,2
7954793,74,senior,0.00649159,0.512905912,0,Female,married,1200.0,0.0,0,0,0,11,1
1466840,36,young,0.17964071899999998,1114.0,1,Female,divorced,,0.0,2,0,1,6,0
9777543,45,middle_aged,0.513119284,0.290328896,0,Male,divorced,5107.0,1.0,0,0,0,9,1
7547042,51,middle_aged,0.585661738,0.389394233,0,Female,married,15500.0,2.0,1,0,0,19,2
9799209,66,senior,0.000471041,0.34280817,0,Male,divorced,7000.0,1.0,0,0,0,12,1
9954731,40,senior,0.447454883,1.100374844,0,Male,widowed,4801.0,2.0,0,0,0,8,6
4675272,69,senior,0.007764249,0.0014903129999999998,0,Male,widowed,2683.0,0.0,0,0,0,9,0
5578073,43,middle_aged,0.9999999,0.072745643,0,Male,single,3958.0,0.0,1,1,1,1,0
6201363,53,middle_aged,0.893712866,0.49871639,0,Male,married,7400.0,0.0,0,0,0,8,1
6443451,49,middle_aged,0.073314602,0.338721241,0,Male,married,15342.0,2.0,0,0,0,9,1
5697563,61,middle_aged,0.103708201,0.532770495,0,Male,divorced,4500.0,0.0,0,0,0,14,3
6063822,37,young,0.9999999,0.338189921,0,Male,single,11667.0,2.0,0,0,0,5,2
1212653,50,middle_aged,0.04412957,34.0,0,Female,married,,0.0,0,0,0,7,0
3433727,38,young,0.152581822,0.401567875,0,Female,married,12500.0,2.0,0,0,0,9,2
5192936,70,senior,0.026069485,2673.0,1,Female,married,,0.0,0,0,0,11,2
9727491,80,senior,0.9999999,0.40769779,0,Male,married,4208.0,0.0,0,0,0,6,1
6340129,33,young,0.055596294,0.274345131,0,Male,divorced,5000.0,2.0,0,0,0,14,1
2180578,65,senior,0.579669667,4289.0,0,Female,married,,1.0,0,0,0,7,1
5371941,61,middle_aged,0.711336998,203.0,1,Male,single,,0.0,0,0,0,9,0
2440194,68,senior,0.30212326300000003,0.041765755,0,Female,divorced,6727.0,0.0,0,0,0,3,0
1985870,45,middle_aged,0.00579884,0.119688281,0,Male,divorced,6800.0,1.0,0,0,0,3,1
8371252,32,young,0.362683438,0.013410729,1,Male,married,4995.0,2.0,0,0,0,3,0
6378471,57,middle_aged,0.105899624,0.607850809,0,Male,single,7667.0,0.0,0,0,0,11,2
1329780,34,young,0.039055404,0.33426183800000003,1,Female,widowed,3230.0,2.0,1,1,0,6,0
3365052,83,senior,0.015714005,0.146318513,0,Male,widowed,4250.0,0.0,0,0,0,12,1
